Trading_date,Trading_period,Node,Price
1/04/2020,7,BRY0661,53.08
1/04/2020,7,BWK1101,53.81
1/04/2020,7,CBG0111,53.39
1/04/2020,7,CLH0111,48.67
1/04/2020,7,CML0331,51.85
1/04/2020,7,COL0111,47.6
1/04/2020,7,COL0661,47.59
1/04/2020,7,CPK0111,52.72
1/04/2020,7,CPK0331,52.67
1/04/2020,7,CST0331,53.19
1/04/2020,7,CUL0331,53.62
1/04/2020,7,CUL0661,53.68
1/04/2020,7,CYD0331,51.85
1/04/2020,7,CYD2201,51.86
1/04/2020,7,DOB0331,54.42
1/04/2020,7,DOB0661,54.38
1/04/2020,7,DVK0111,53.24
1/04/2020,7,EDG0331,51.34
1/04/2020,7,EDN0331,55.68
1/04/2020,7,FHL0331,51.84
1/04/2020,7,FKN0331,52.11
1/04/2020,7,GFD0331,52.46
1/04/2020,7,GLN0331,54.71
1/04/2020,7,GLN0332,54.65
1/04/2020,7,GOR0331,54.59
1/04/2020,7,GYM0661,54.4
1/04/2020,7,GYT0331,52.7
1/04/2020,7,HAM0111,53.17
1/04/2020,7,HAM0331,53.34
1/04/2020,7,HAM0551,53.28
1/04/2020,7,HAM2201,53.25
1/04/2020,7,HAY0111,52.45
1/04/2020,7,HAY0331,52.43
1/04/2020,7,HAY1101,52.4
1/04/2020,7,HAY2201,52.36
1/04/2020,7,HEN0331,54.86
1/04/2020,7,HEN2201,54.82
1/04/2020,7,HEP0331,55.14
1/04/2020,7,HIN0331,53.79
1/04/2020,7,HKK0661,53.49
1/04/2020,7,HLY0331,53.65
1/04/2020,7,HLY2201,53.63
1/04/2020,7,HOB1101,54.97
1/04/2020,7,HOR0331,51.57
1/04/2020,7,HOR0661,51.52
1/04/2020,7,HTI0331,54.01
1/04/2020,7,HTI1101,53.82
1/04/2020,7,HUI0331,53.34
1/04/2020,7,HWA0331,53.21
1/04/2020,7,HWA0332,53.24
1/04/2020,7,HWA1101,53.09
1/04/2020,7,HWA1102,53.09
1/04/2020,7,HWB0331,53.1
1/04/2020,7,HWB0332,53.1
1/04/2020,7,HWB1101,52.89
1/04/2020,7,HWB2201,53.07
1/04/2020,7,INV0331,54.56
1/04/2020,7,INV2201,54.54
1/04/2020,7,INV2202,54.54
1/04/2020,7,ISL0331,53.3
1/04/2020,7,ISL0661,53.34
1/04/2020,7,ISL2201,53.27
1/04/2020,7,JRD1101,53.15
1/04/2020,7,KAI0111,53.95
1/04/2020,7,KAW0111,50.49
1/04/2020,7,KAW0112,50.67
1/04/2020,7,KAW0113,51.11
1/04/2020,7,KAW1101,50.7
1/04/2020,7,KAW2201,51
1/04/2020,7,KBY0661,52.63
1/04/2020,7,KBY0662,52.63
1/04/2020,7,KIK0111,53.88
1/04/2020,7,KIK2201,54.01
1/04/2020,7,KIN0111,52.81
1/04/2020,7,KIN0112,52.48
1/04/2020,7,KIN0113,52.73
1/04/2020,7,KIN0331,52.61
1/04/2020,7,KMO0331,51.91
1/04/2020,7,KOE1101,55.1
1/04/2020,7,KPA1101,52.54
1/04/2020,7,KPO1101,53.15
1/04/2020,7,KPU0661,54.5
1/04/2020,7,KUM0661,53.5
1/04/2020,7,KWA0111,52.62
1/04/2020,7,LFD1101,52.45
1/04/2020,7,LFD1102,52.45
1/04/2020,7,LTN0331,52.59
1/04/2020,7,MAN2201,53.26
1/04/2020,7,MAT1101,50.3
1/04/2020,7,MCH0111,54.33
1/04/2020,7,MDN1101,55.27
1/04/2020,7,MDN2201,55.22
1/04/2020,7,MGM0331,53.29
1/04/2020,7,MHO0331,52.21
1/04/2020,7,MKE1101,53.28
1/04/2020,7,MLG0111,52.51
1/04/2020,7,MLG0331,52.53
1/04/2020,7,MNG0331,55.17
1/04/2020,7,MNG1101,55.07
1/04/2020,7,MNI0111,53.32
1/04/2020,7,MPE1101,55.49
1/04/2020,7,MST0331,52.86
1/04/2020,7,MTI2201,51.65
1/04/2020,7,MTM0331,51.99
1/04/2020,7,MTN0331,52.81
1/04/2020,7,MTO0331,55.36
1/04/2020,7,MTR0331,52.85
1/04/2020,7,NAP2201,50.9
1/04/2020,7,NAP2202,50.9
1/04/2020,7,NMA0331,54.49
1/04/2020,7,NPK0331,53.28
1/04/2020,7,NSY0331,51.36
1/04/2020,7,OAM0331,51.18
1/04/2020,7,OHA2201,50.65
1/04/2020,7,OHB2201,50.7
1/04/2020,7,OHC2201,50.6
1/04/2020,7,OHK2201,51.34
1/04/2020,7,OKI2201,50.98
1/04/2020,7,OKN0111,53.06
1/04/2020,7,ONG0331,53.47
1/04/2020,7,OPK0331,52.97
1/04/2020,7,ORO1101,54.82
1/04/2020,7,ORO1102,54.89
1/04/2020,7,OTA0221,54.86
1/04/2020,7,OTA2201,54.7
1/04/2020,7,OTA2202,54.7
1/04/2020,7,OTI0111,50.8
1/04/2020,7,OWH0111,51.78
1/04/2020,7,PAK0331,54.73
1/04/2020,7,PAO1101,54.11
1/04/2020,7,PEN0221,54.97
1/04/2020,7,PEN0251,54.9
1/04/2020,7,PEN0331,54.95
1/04/2020,7,PEN1101,54.97
1/04/2020,7,PNI0331,52.57
1/04/2020,7,PPI2201,51.13
1/04/2020,7,PRM0331,52.42
1/04/2020,7,RDF0331,51.54
1/04/2020,7,RDF2201,51.41
1/04/2020,7,RFN1101,54.52
1/04/2020,7,RFN1102,54.87
1/04/2020,7,ROS0221,55.19
1/04/2020,7,ROS1101,55.16
1/04/2020,7,ROT0111,51.84
1/04/2020,7,ROT0331,51.85
1/04/2020,7,ROT1101,51.81
1/04/2020,7,ROX1101,51.68
1/04/2020,7,ROX2201,51.99
1/04/2020,7,RPO2201,51.17
1/04/2020,7,SBK0331,53.81
1/04/2020,7,SBK0661,53.78
1/04/2020,7,SDN0331,53.13
1/04/2020,7,SFD0331,52.93
1/04/2020,7,SFD2201,52.87
1/04/2020,7,STK0331,54.23
1/04/2020,7,STK0661,54.41
1/04/2020,7,STK2201,54.21
1/04/2020,7,STU0111,51.72
1/04/2020,7,SVL0331,55.02
1/04/2020,7,SWN0251,54.76
1/04/2020,7,SWN2201,54.72
1/04/2020,7,TAK0331,54.66
1/04/2020,7,TGA0111,52.05
1/04/2020,7,TGA0331,52.08
1/04/2020,7,THI2201,51.13
1/04/2020,7,TIM0111,52.38
1/04/2020,7,TKA0111,52.69
1/04/2020,7,TKA0331,52.73
1/04/2020,7,TKB2201,50.77
1/04/2020,7,TKR0331,52.52
1/04/2020,7,TKU0331,51.94
1/04/2020,7,TKU2201,51.9
1/04/2020,7,TMI0331,52.38
1/04/2020,7,TMK0331,53.04
1/04/2020,7,TMN0551,53.2
1/04/2020,7,TMU0111,53.72
1/04/2020,7,TMU1101,53.69
1/04/2020,7,TNG0111,51.67
1/04/2020,7,TNG0551,51.65
1/04/2020,7,TRK0111,51.76
1/04/2020,7,TRK2201,51.57
1/04/2020,7,TUI1101,52.21
1/04/2020,7,TWC2201,52.58
1/04/2020,7,TWH0331,53.52
1/04/2020,7,TWI2201,54.91
1/04/2020,7,TWZ0331,50.77
1/04/2020,7,UHT0331,52.47
1/04/2020,7,WAI0111,51.41
1/04/2020,7,WAI0501,51.45
1/04/2020,7,WDV0111,53.08
1/04/2020,7,WDV1101,53.07
1/04/2020,7,WEL0331,55.21
1/04/2020,7,WGN0331,53.07
1/04/2020,7,WHI0111,51.38
1/04/2020,7,WHI2201,51.36
1/04/2020,7,WHU0331,54.35
1/04/2020,7,WIL0331,52.57
1/04/2020,7,WIR0331,55.35
1/04/2020,7,WKM2201,51.65
1/04/2020,7,WKO0331,54.33
1/04/2020,7,WPA2201,51.64
1/04/2020,7,WPR0331,53.61
1/04/2020,7,WPR0661,53.44
1/04/2020,7,WPW0331,53.62
1/04/2020,7,WRD0331,54.98
1/04/2020,7,WRK0331,50.95
1/04/2020,7,WRK2201,51.1
1/04/2020,7,WTK0111,50.18
1/04/2020,7,WTK0331,50.23
1/04/2020,7,WTK2201,50.42
1/04/2020,7,WTU0331,51.58
1/04/2020,7,WVY0111,53.5
1/04/2020,7,WWD1102,52.63
1/04/2020,7,WWD1103,52.63
1/04/2020,8,ABY0111,47.63
1/04/2020,8,ALB0331,49.89
1/04/2020,8,ALB1101,49.88
1/04/2020,8,APS0111,45.69
1/04/2020,8,ARA2201,46.35
1/04/2020,8,ARG1101,49.48
1/04/2020,8,ARI1101,47.13
1/04/2020,8,ARI1102,48.38
1/04/2020,8,ASB0661,47.63
1/04/2020,8,ASY0111,48.82
1/04/2020,8,ATI2201,46.65
1/04/2020,8,ATU1101,49.42
1/04/2020,8,AVI2201,45.83
1/04/2020,8,BAL0331,50.38
1/04/2020,8,BDE0111,49.58
1/04/2020,8,BEN2201,45.92
1/04/2020,8,BEN2202,45.92
1/04/2020,8,BLN0331,50.4
1/04/2020,8,BOB0331,50.43
1/04/2020,8,BOB1101,50.39
1/04/2020,8,BPD1101,46.25
1/04/2020,8,BPE0331,47.68
1/04/2020,8,BPE0551,47.68
1/04/2020,8,BPE2201,47.65
1/04/2020,8,BPT1101,46.63
1/04/2020,8,BRB0331,50.26
1/04/2020,8,BRK0331,47.91
1/04/2020,8,BRY0661,48.24
1/04/2020,8,BWK1101,48.89
1/04/2020,8,CBG0111,48.44
1/04/2020,8,CLH0111,44.23
1/04/2020,8,CML0331,47.11
1/04/2020,8,COL0111,43.26
1/04/2020,8,COL0661,43.24
1/04/2020,8,CPK0111,47.83
1/04/2020,8,CPK0331,47.78
1/04/2020,8,CST0331,48.31
1/04/2020,8,CUL0331,48.73
1/04/2020,8,CUL0661,48.79
1/04/2020,8,CYD0331,47.11
1/04/2020,8,CYD2201,47.13
1/04/2020,8,DOB0331,49.45
1/04/2020,8,DOB0661,49.42
1/04/2020,8,DVK0111,48.27
1/04/2020,8,EDG0331,46.58
1/04/2020,8,EDN0331,50.62
1/04/2020,8,FHL0331,47.03
1/04/2020,8,FKN0331,47.36
1/04/2020,8,GFD0331,47.59
1/04/2020,8,GLN0331,49.64
1/04/2020,8,GLN0332,49.59
1/04/2020,8,GOR0331,49.61
1/04/2020,8,GYM0661,49.44
1/04/2020,8,GYT0331,47.81
1/04/2020,8,HAM0111,48.25
1/04/2020,8,HAM0331,48.39
1/04/2020,8,HAM0551,48.35
1/04/2020,8,HAM2201,48.31
1/04/2020,8,HAY0111,47.58
1/04/2020,8,HAY0331,47.56
1/04/2020,8,HAY1101,47.53
1/04/2020,8,HAY2201,47.5
1/04/2020,8,HEN0331,49.77
1/04/2020,8,HEN2201,49.74
1/04/2020,8,HEP0331,50.03
1/04/2020,8,HIN0331,48.81
1/04/2020,8,HKK0661,48.61
1/04/2020,8,HLY0331,48.68
1/04/2020,8,HLY2201,48.66
1/04/2020,8,HOB1101,49.87
1/04/2020,8,HOR0331,46.87
1/04/2020,8,HOR0661,46.82
1/04/2020,8,HTI0331,49
1/04/2020,8,HTI1101,48.83
1/04/2020,8,HUI0331,48.44
1/04/2020,8,HWA0331,48.4
1/04/2020,8,HWA0332,48.43
1/04/2020,8,HWA1101,48.29
1/04/2020,8,HWA1102,48.29
1/04/2020,8,HWB0331,48.25
1/04/2020,8,HWB0332,48.25
1/04/2020,8,HWB1101,48.06
1/04/2020,8,HWB2201,48.23
1/04/2020,8,INV0331,49.58
1/04/2020,8,INV2201,49.56
1/04/2020,8,INV2202,49.56
1/04/2020,8,ISL0331,48.43
1/04/2020,8,ISL0661,48.47
1/04/2020,8,ISL2201,48.41
1/04/2020,8,JRD1101,48.27
1/04/2020,8,KAI0111,49.03
1/04/2020,8,KAW0111,45.81
1/04/2020,8,KAW0112,45.98
1/04/2020,8,KAW0113,46.38
1/04/2020,8,KAW1101,46
1/04/2020,8,KAW2201,46.27
1/04/2020,8,KBY0661,47.83
1/04/2020,8,KBY0662,47.83
1/04/2020,8,KIK0111,48.97
1/04/2020,8,KIK2201,49.08
1/04/2020,8,KIN0111,47.53
1/04/2020,8,KIN0112,47.23
1/04/2020,8,KIN0113,47.46
1/04/2020,8,KIN0331,47.35
1/04/2020,8,KMO0331,47.09
1/04/2020,8,KOE1101,50
1/04/2020,8,KPA1101,47.72
1/04/2020,8,KPO1101,48.22
1/04/2020,8,KPU0661,49.45
1/04/2020,8,KUM0661,48.62
1/04/2020,8,KWA0111,47.74
1/04/2020,8,LFD1101,47.2
1/04/2020,8,LFD1102,47.2
1/04/2020,8,LTN0331,47.71
1/04/2020,8,MAN2201,48.4
1/04/2020,8,MAT1101,45.64
1/04/2020,8,MCH0111,49.37
1/04/2020,8,MDN1101,50.15
1/04/2020,8,MDN2201,50.1
